Country,Commodity,Year,Variable,Value,Region
Belgium,wine,2017,consumption pP,24.649811633385664,Western Europe
Belgium,wine,2018,consumption pP,24.3329230788618,Western Europe
Belgium,wine,2019,consumption pP,24.086830510628445,Western Europe
Belgium,wine,2020,consumption pP,21.529424616704063,Western Europe
Belgium,wine,2021,consumption pP,19.752493376816112,Western Europe
Belgium,wine,2022,consumption pP,17.61452285532537,Western Europe
Bulgaria,apples,2015,consumption pP,16.054771732090494,South Eastern Europe
Bulgaria,apples,2016,consumption pP,12.457964298210587,South Eastern Europe
Bulgaria,apples,2017,consumption pP,12.27459377522189,South Eastern Europe
Bulgaria,apples,2018,consumption pP,14.103581518503034,South Eastern Europe
Bulgaria,apples,2019,consumption pP,15.746575319882664,South Eastern Europe
Bulgaria,apples,2020,consumption pP,13.02163623816793,South Eastern Europe
Bulgaria,apples,2021,consumption pP,13.732676984295576,South Eastern Europe
Bulgaria,apples,2022,consumption pP,15.576122851580685,South Eastern Europe
Bulgaria,apples,2023,consumption pP,,South Eastern Europe
Bulgaria,barley,2015,consumption pP,25.75450317505274,South Eastern Europe
Bulgaria,barley,2016,consumption pP,61.7498443423531,South Eastern Europe
Bulgaria,barley,2017,consumption pP,38.81445465886051,South Eastern Europe
Bulgaria,barley,2018,consumption pP,36.1187508336255,South Eastern Europe
Bulgaria,barley,2019,consumption pP,34.86625616904019,South Eastern Europe
Bulgaria,barley,2020,consumption pP,36.43782123344124,South Eastern Europe
Bulgaria,barley,2021,consumption pP,37.1609312822535,South Eastern Europe
Bulgaria,barley,2022,consumption pP,59.1248102504802,South Eastern Europe
Bulgaria,barley,2023,consumption pP,49.97130213944658,South Eastern Europe
Bulgaria,barley,2024,consumption pP,,South Eastern Europe
Bulgaria,butter,2015,consumption pP,0.80229654787809,South Eastern Europe
Bulgaria,butter,2016,consumption pP,0.8907640230073086,South Eastern Europe
Bulgaria,butter,2017,consumption pP,0.8017586338620117,South Eastern Europe
Bulgaria,butter,2018,consumption pP,0.7819127785376788,South Eastern Europe
Bulgaria,butter,2019,consumption pP,0.9002405328966976,South Eastern Europe
Bulgaria,butter,2020,consumption pP,1.0581399953706472,South Eastern Europe
Bulgaria,butter,2021,consumption pP,1.0854683869403088,South Eastern Europe
Bulgaria,butter,2022,consumption pP,0.9358581504205192,South Eastern Europe
Bulgaria,butter,2023,consumption pP,1.119342519107024,South Eastern Europe
Bulgaria,milk,2015,consumption pP,14.663224570774746,South Eastern Europe
Bulgaria,milk,2016,consumption pP,16.99590744550018,South Eastern Europe
Bulgaria,milk,2017,consumption pP,16.10156930231388,South Eastern Europe
Bulgaria,milk,2018,consumption pP,15.495664435646388,South Eastern Europe
Bulgaria,milk,2019,consumption pP,13.92195489495698,South Eastern Europe
Bulgaria,milk,2020,consumption pP,14.965833359172136,South Eastern Europe
Bulgaria,milk,2021,consumption pP,19.093312442759203,South Eastern Europe
Bulgaria,milk,2022,consumption pP,20.55834416842921,South Eastern Europe
Bulgaria,milk,2023,consumption pP,25.074807532992452,South Eastern Europe
Bulgaria,oats,2015,consumption pP,2.6404612376917163,South Eastern Europe
Bulgaria,oats,2016,consumption pP,3.8877229257408494,South Eastern Europe
Bulgaria,oats,2017,consumption pP,4.038917900317795,South Eastern Europe
Bulgaria,oats,2018,consumption pP,2.872639816701321,South Eastern Europe
Bulgaria,oats,2019,consumption pP,0.5598973359322372,South Eastern Europe
Bulgaria,oats,2020,consumption pP,3.088503702400413,South Eastern Europe
Bulgaria,oats,2021,consumption pP,2.542664214117916,South Eastern Europe
Bulgaria,oats,2022,consumption pP,3.189388195267453,South Eastern Europe
Bulgaria,oats,2023,consumption pP,2.8563153047703387,South Eastern Europe
Bulgaria,oats,2024,consumption pP,,South Eastern Europe
Bulgaria,soy,2015,consumption pP,9.136685877705894,South Eastern Europe
Bulgaria,soy,2016,consumption pP,2.637333816697443,South Eastern Europe
Bulgaria,soy,2017,consumption pP,2.479374421543859,South Eastern Europe
Bulgaria,soy,2018,consumption pP,0.9967141810071606,South Eastern Europe
Bulgaria,soy,2019,consumption pP,1.000418735676294,South Eastern Europe
Bulgaria,soy,2020,consumption pP,1.0976380927932807,South Eastern Europe
Bulgaria,soy,2021,consumption pP,0.547081360847592,South Eastern Europe
Bulgaria,soy,2022,consumption pP,1.9691325829043376,South Eastern Europe
Bulgaria,soy,2023,consumption pP,1.973328385667164,South Eastern Europe
Bulgaria,soy,2024,consumption pP,,South Eastern Europe
Bulgaria,sunflower,2015,consumption pP,161.60003432715365,South Eastern Europe
Bulgaria,sunflower,2016,consumption pP,185.5077424772953,South Eastern Europe
Bulgaria,sunflower,2017,consumption pP,199.33741702700712,South Eastern Europe
Bulgaria,sunflower,2018,consumption pP,217.5368800192796,South Eastern Europe
Bulgaria,sunflower,2019,consumption pP,264.3005140227711,South Eastern Europe
Bulgaria,sunflower,2020,consumption pP,253.17297496472105,South Eastern Europe
Bulgaria,sunflower,2021,consumption pP,342.5767130292597,South Eastern Europe
Bulgaria,sunflower,2022,consumption pP,366.66064835481336,South Eastern Europe
Bulgaria,sunflower,2023,consumption pP,250.92088746977163,South Eastern Europe
Bulgaria,sunflower,2024,consumption pP,,South Eastern Europe
Bulgaria,wine,2015,consumption pP,13.975842683558676,South Eastern Europe
Bulgaria,wine,2016,consumption pP,11.865398153882074,South Eastern Europe
Bulgaria,wine,2017,consumption pP,14.82042601506201,South Eastern Europe
Bulgaria,wine,2018,consumption pP,13.824881634075371,South Eastern Europe
Bulgaria,wine,2019,consumption pP,11.21070546998385,South Eastern Europe
Bulgaria,wine,2020,consumption pP,10.698309853670631,South Eastern Europe
Bulgaria,wine,2021,consumption pP,11.733117245003198,South Eastern Europe
Bulgaria,wine,2022,consumption pP,13.088719404581704,South Eastern Europe
Bulgaria,wine,2023,consumption pP,,South Eastern Europe
Croatia,apples,2015,consumption pP,19.05645446653547,South Eastern Europe
Croatia,apples,2016,consumption pP,11.44184303624665,South Eastern Europe
Croatia,apples,2017,consumption pP,13.278606526672982,South Eastern Europe
Croatia,apples,2018,consumption pP,20.39769828911698,South Eastern Europe
Croatia,apples,2019,consumption pP,15.81340974615006,South Eastern Europe
Croatia,apples,2020,consumption pP,18.41686251933407,South Eastern Europe
Croatia,apples,2021,consumption pP,15.222702584995428,South Eastern Europe
Croatia,apples,2022,consumption pP,17.179118030663055,South Eastern Europe
Croatia,apples,2023,consumption pP,,South Eastern Europe
Croatia,barley,2015,consumption pP,42.5637932382492,South Eastern Europe
Croatia,barley,2016,consumption pP,57.641292471241655,South Eastern Europe
Croatia,barley,2017,consumption pP,44.61590666786446,South Eastern Europe
Croatia,barley,2018,consumption pP,47.808543414970416,South Eastern Europe
Croatia,barley,2019,consumption pP,51.67413428284674,South Eastern Europe
Croatia,barley,2020,consumption pP,39.24325494285022,South Eastern Europe
Croatia,barley,2021,consumption pP,41.699315580111055,South Eastern Europe
Croatia,barley,2022,consumption pP,57.26109013715956,South Eastern Europe
Croatia,barley,2023,consumption pP,51.95901987218536,South Eastern Europe
Croatia,barley,2024,consumption pP,,South Eastern Europe
Croatia,butter,2015,consumption pP,1.3043812810525115,South Eastern Europe
Croatia,butter,2016,consumption pP,1.3043438121713404,South Eastern Europe
Croatia,butter,2017,consumption pP,1.4176164865916536,South Eastern Europe
Croatia,butter,2018,consumption pP,1.2354679078044524,South Eastern Europe
Croatia,butter,2019,consumption pP,1.5515344440384875,South Eastern Europe
Croatia,butter,2020,consumption pP,1.416375029031987,South Eastern Europe
Croatia,butter,2021,consumption pP,1.48544598704084,South Eastern Europe
Croatia,butter,2022,consumption pP,1.540277560516019,South Eastern Europe
Croatia,butter,2023,consumption pP,1.7240198234324795,South Eastern Europe
Croatia,milk,2015,consumption pP,98.05420256164876,South Eastern Europe
Croatia,milk,2016,consumption pP,101.09997193489374,South Eastern Europe
Croatia,milk,2017,consumption pP,98.54894641528404,South Eastern Europe
Croatia,milk,2018,consumption pP,101.4382603211542,South Eastern Europe
Croatia,milk,2019,consumption pP,102.00715872272023,South Eastern Europe
Croatia,milk,2020,consumption pP,101.52461344218064,South Eastern Europe
Croatia,milk,2021,consumption pP,102.36386880812697,South Eastern Europe
Croatia,milk,2022,consumption pP,107.95350535677744,South Eastern Europe
Croatia,milk,2023,consumption pP,106.26811644034213,South Eastern Europe
Croatia,oats,2015,consumption pP,16.25176966786779,South Eastern Europe
Croatia,oats,2016,consumption pP,18.11602464840126,South Eastern Europe
Croatia,oats,2017,consumption pP,13.941387744309544,South Eastern Europe
Croatia,oats,2018,consumption pP,10.427509307311158,South Eastern Europe
Croatia,oats,2019,consumption pP,13.137457015946577,South Eastern Europe
Croatia,oats,2020,consumption pP,14.567270943799016,South Eastern Europe
Croatia,oats,2021,consumption pP,13.355515745708766,South Eastern Europe
Croatia,oats,2022,consumption pP,11.100772500183355,South Eastern Europe
Croatia,oats,2023,consumption pP,8.574428962697892,South Eastern Europe
Croatia,oats,2024,consumption pP,,South Eastern Europe
Croatia,soy,2015,consumption pP,11.959623744621252,South Eastern Europe
Croatia,soy,2016,consumption pP,10.485535685225988,South Eastern Europe
Croatia,soy,2017,consumption pP,10.000071673253272,South Eastern Europe
Croatia,soy,2018,consumption pP,7.378436371725322,South Eastern Europe
Croatia,soy,2019,consumption pP,10.392040629365704,South Eastern Europe
Croatia,soy,2020,consumption pP,12.273638955737958,South Eastern Europe
Croatia,soy,2021,consumption pP,7.44134676008336,South Eastern Europe
Croatia,soy,2022,consumption pP,3.445056937397327,South Eastern Europe
Croatia,soy,2023,consumption pP,0.9750020912417738,South Eastern Europe
Croatia,soy,2024,consumption pP,,South Eastern Europe
Croatia,sunflower,2015,consumption pP,10.870234575009986,South Eastern Europe
Croatia,sunflower,2016,consumption pP,17.79197764569948,South Eastern Europe
Croatia,sunflower,2017,consumption pP,20.64664795575048,South Eastern Europe
Croatia,sunflower,2018,consumption pP,12.919360184997323,South Eastern Europe
Croatia,sunflower,2019,consumption pP,14.485277854133775,South Eastern Europe
Croatia,sunflower,2020,consumption pP,17.56033439907493,South Eastern Europe
Croatia,sunflower,2021,consumption pP,21.90944767846698,South Eastern Europe
Croatia,sunflower,2022,consumption pP,21.301929250225545,South Eastern Europe
Croatia,sunflower,2023,consumption pP,21.3731686238808,South Eastern Europe
Croatia,sunflower,2024,consumption pP,,South Eastern Europe
Croatia,wine,2015,consumption pP,21.153148781378672,South Eastern Europe
Croatia,wine,2016,consumption pP,20.52310482041568,South Eastern Europe
Croatia,wine,2017,consumption pP,19.669790425954623,South Eastern Europe
Croatia,wine,2018,consumption pP,20.32935536939576,South Eastern Europe
Croatia,wine,2019,consumption pP,15.557072840667528,South Eastern Europe
Croatia,wine,2020,consumption pP,24.623148747547724,South Eastern Europe
Croatia,wine,2021,consumption pP,20.99936875368734,South Eastern Europe
Croatia,wine,2022,consumption pP,18.11850892385934,South Eastern Europe
Croatia,wine,2023,consumption pP,,South Eastern Europe
Cyprus,apples,2015,consumption pP,41.3253069612488,Southern Europe
Cyprus,apples,2016,consumption pP,34.63779341703061,Southern Europe
Cyprus,apples,2017,consumption pP,34.489705288655635,Southern Europe
Cyprus,apples,2018,consumption pP,30.89163145869058,Southern Europe
Cyprus,apples,2019,consumption pP,15.799011737600232,Southern Europe
Cyprus,apples,2020,consumption pP,12.412472561843751,Southern Europe
Cyprus,apples,2021,consumption pP,23.592522291182597,Southern Europe
Cyprus,apples,2022,consumption pP,16.02185157712859,Southern Europe
Cyprus,apples,2023,consumption pP,,Southern Europe
Cyprus,barley,2015,consumption pP,249.90413654466863,Southern Europe
Cyprus,barley,2016,consumption pP,227.8817477550052,Southern Europe
Cyprus,barley,2017,consumption pP,243.9720680985528,Southern Europe
Cyprus,barley,2018,consumption pP,155.69922810630894,Southern Europe
Cyprus,barley,2019,consumption pP,216.58854450128808,Southern Europe
Cyprus,barley,2020,consumption pP,222.60848918056604,Southern Europe
Cyprus,barley,2021,consumption pP,194.52324191764143,Southern Europe
Cyprus,barley,2022,consumption pP,197.4838890635837,Southern Europe
Cyprus,barley,2023,consumption pP,237.4844188356759,Southern Europe
Cyprus,barley,2024,consumption pP,,Southern Europe
Cyprus,butter,2015,consumption pP,1.428448772155005,Southern Europe
Cyprus,butter,2016,consumption pP,1.521203413495921,Southern Europe
Cyprus,butter,2017,consumption pP,3.264941670864751,Southern Europe
Cyprus,butter,2018,consumption pP,5.3679539989977805,Southern Europe
Cyprus,butter,2019,consumption pP,6.604322344073147,Southern Europe
Cyprus,butter,2020,consumption pP,7.384103694369768,Southern Europe
Cyprus,butter,2021,consumption pP,6.051455313231655,Southern Europe
Cyprus,butter,2022,consumption pP,4.762261327069155,Southern Europe
Cyprus,butter,2023,consumption pP,1.644750639889636,Southern Europe
Cyprus,milk,2015,consumption pP,89.65397138488835,Southern Europe
Cyprus,milk,2016,consumption pP,85.96589087569767,Southern Europe
Cyprus,milk,2017,consumption pP,88.81938851846205,Southern Europe
Cyprus,milk,2018,consumption pP,98.82230584276172,Southern Europe
Cyprus,milk,2019,consumption pP,77.99210501251768,Southern Europe
Cyprus,milk,2020,consumption pP,74.61512814936222,Southern Europe
Cyprus,milk,2021,consumption pP,74.99498087423197,Southern Europe
Cyprus,milk,2022,consumption pP,75.78109308285389,Southern Europe
Cyprus,milk,2023,consumption pP,72.37178531635303,Southern Europe
Cyprus,oats,2015,consumption pP,0.7406720115517469,Southern Europe
Cyprus,oats,2016,consumption pP,0.5003564042975194,Southern Europe
Cyprus,oats,2017,consumption pP,0.7076388072864008,Southern Europe
Cyprus,oats,2018,consumption pP,0.5813292754129562,Southern Europe
Cyprus,oats,2019,consumption pP,0.3287877344798809,Southern Europe
Cyprus,oats,2020,consumption pP,0.835675993210808,Southern Europe
Cyprus,oats,2021,consumption pP,0.5289174504307185,Southern Europe
Cyprus,oats,2022,consumption pP,0.3683925658182344,Southern Europe
Cyprus,oats,2023,consumption pP,0.4395364966298606,Southern Europe
Cyprus,oats,2024,consumption pP,,Southern Europe
Cyprus,soy,2015,consumption pP,0.1557503916646218,Southern Europe
Cyprus,soy,2016,consumption pP,0.0410739806073786,Southern Europe
Cyprus,soy,2017,consumption pP,0.0163614765933039,Southern Europe
Cyprus,soy,2018,consumption pP,0.0254267482541594,Southern Europe
Cyprus,soy,2019,consumption pP,0.0356436631472007,Southern Europe
Cyprus,soy,2020,consumption pP,0.3533025562608323,Southern Europe
Cyprus,soy,2021,consumption pP,0.1038689140739885,Southern Europe
Cyprus,soy,2022,consumption pP,0.1052018016813793,Southern Europe
Cyprus,soy,2023,consumption pP,0.1630707367926024,Southern Europe
Cyprus,soy,2024,consumption pP,,Southern Europe
Cyprus,sunflower,2015,consumption pP,0.9181857434077654,Southern Europe
Cyprus,sunflower,2016,consumption pP,0.8362665739741486,Southern Europe
Cyprus,sunflower,2017,consumption pP,0.8230661567690767,Southern Europe
Cyprus,sunflower,2018,consumption pP,0.9697115627744036,Southern Europe
Cyprus,sunflower,2019,consumption pP,0.6490704709553354,Southern Europe
Cyprus,sunflower,2020,consumption pP,0.9204456023838404,Southern Europe
Cyprus,sunflower,2021,consumption pP,0.3897835967106344,Southern Europe
Cyprus,sunflower,2022,consumption pP,0.2593724355020198,Southern Europe
Cyprus,sunflower,2023,consumption pP,6.278366283290172,Southern Europe
Cyprus,sunflower,2024,consumption pP,,Southern Europe
Cyprus,wine,2015,consumption pP,23.387017733441557,Southern Europe
Cyprus,wine,2016,consumption pP,25.22996003809474,Southern Europe
Cyprus,wine,2017,consumption pP,25.563583818391447,Southern Europe
Cyprus,wine,2018,consumption pP,20.768701986511395,Southern Europe
Cyprus,wine,2019,consumption pP,12.611921056928274,Southern Europe
Cyprus,wine,2020,consumption pP,18.290283921857025,Southern Europe
Cyprus,wine,2021,consumption pP,21.54627280764497,Southern Europe
Cyprus,wine,2022,consumption pP,20.67969317510735,Southern Europe
Cyprus,wine,2023,consumption pP,,Southern Europe
Czech Republic,apples,2015,consumption pP,15.805123695970217,Central Europe
Czech Republic,apples,2016,consumption pP,18.646977304896343,Central Europe
Czech Republic,apples,2017,consumption pP,15.537478439158356,Central Europe
Czech Republic,apples,2018,consumption pP,17.94337882627239,Central Europe
Czech Republic,apples,2019,consumption pP,19.40210113129189,Central Europe
Czech Republic,apples,2020,consumption pP,16.583797273159703,Central Europe
Czech Republic,apples,2021,consumption pP,16.613301886210536,Central Europe
Czech Republic,apples,2022,consumption pP,16.015909427232927,Central Europe
Czech Republic,apples,2023,consumption pP,,Central Europe
Czech Republic,barley,2015,consumption pP,115.1682401928531,Central Europe
Czech Republic,barley,2016,consumption pP,98.65879332582016,Central Europe
Czech Republic,barley,2017,consumption pP,110.73978223290372,Central Europe
Czech Republic,barley,2018,consumption pP,104.14402129534648,Central Europe
Czech Republic,barley,2019,consumption pP,120.1416620517304,Central Europe
Czech Republic,barley,2020,consumption pP,98.79118965772896,Central Europe
Czech Republic,barley,2021,consumption pP,109.15568961330916,Central Europe
Czech Republic,barley,2022,consumption pP,110.76795148269662,Central Europe
Czech Republic,barley,2023,consumption pP,105.2841922499976,Central Europe
Czech Republic,barley,2024,consumption pP,,Central Europe
Czech Republic,butter,2015,consumption pP,4.091946678849417,Central Europe
Czech Republic,butter,2016,consumption pP,3.750709830052661,Central Europe
Czech Republic,butter,2017,consumption pP,3.4888832989536582,Central Europe
Czech Republic,butter,2018,consumption pP,3.4726970963491004,Central Europe
Czech Republic,butter,2019,consumption pP,3.721163038905084,Central Europe
Czech Republic,butter,2020,consumption pP,4.135687937932023,Central Europe
Czech Republic,butter,2021,consumption pP,4.042392699123521,Central Europe
Czech Republic,butter,2022,consumption pP,3.728745046749184,Central Europe
Czech Republic,butter,2023,consumption pP,3.901956496523297,Central Europe
Czech Republic,milk,2015,consumption pP,,Central Europe
Czech Republic,milk,2016,consumption pP,,Central Europe
Czech Republic,milk,2017,consumption pP,,Central Europe
Czech Republic,milk,2018,consumption pP,,Central Europe
Czech Republic,milk,2019,consumption pP,,Central Europe
Czech Republic,milk,2020,consumption pP,,Central Europe
Czech Republic,milk,2021,consumption pP,,Central Europe
Czech Republic,milk,2022,consumption pP,,Central Europe
Czech Republic,milk,2023,consumption pP,,Central Europe
Czech Republic,oats,2015,consumption pP,9.824304699983191,Central Europe
Czech Republic,oats,2016,consumption pP,8.413997118394537,Central Europe
Czech Republic,oats,2017,consumption pP,10.270626058692306,Central Europe
Czech Republic,oats,2018,consumption pP,10.10777796425338,Central Europe
Czech Republic,oats,2019,consumption pP,10.13908930674755,Central Europe
Czech Republic,oats,2020,consumption pP,13.724234883534717,Central Europe
Czech Republic,oats,2021,consumption pP,11.58972514235225,Central Europe
Czech Republic,oats,2022,consumption pP,11.488944248766238,Central Europe
Czech Republic,oats,2023,consumption pP,9.730048625466235,Central Europe
Czech Republic,oats,2024,consumption pP,,Central Europe
Czech Republic,soy,2015,consumption pP,2.875090780356908,Central Europe
Czech Republic,soy,2016,consumption pP,4.355760352788461,Central Europe
Czech Republic,soy,2017,consumption pP,5.920483181835602,Central Europe
Czech Republic,soy,2018,consumption pP,4.6309208303198295,Central Europe
Czech Republic,soy,2019,consumption pP,4.718836436350892,Central Europe
Czech Republic,soy,2020,consumption pP,3.5559864845534084,Central Europe
Czech Republic,soy,2021,consumption pP,3.330319931109418,Central Europe
Czech Republic,soy,2022,consumption pP,4.422594026408982,Central Europe
Czech Republic,soy,2023,consumption pP,4.079834262863671,Central Europe
Czech Republic,soy,2024,consumption pP,,Central Europe
Czech Republic,sunflower,2015,consumption pP,10.944867177397736,Central Europe
Czech Republic,sunflower,2016,consumption pP,14.296012845327969,Central Europe
Czech Republic,sunflower,2017,consumption pP,18.94741363345559,Central Europe
Czech Republic,sunflower,2018,consumption pP,17.874278452309365,Central Europe
Czech Republic,sunflower,2019,consumption pP,16.6562406588536,Central Europe
Czech Republic,sunflower,2020,consumption pP,16.25086050579493,Central Europe
Czech Republic,sunflower,2021,consumption pP,20.841239507111588,Central Europe
Czech Republic,sunflower,2022,consumption pP,19.62158735260448,Central Europe
Czech Republic,sunflower,2023,consumption pP,17.596600177183255,Central Europe
Czech Republic,sunflower,2024,consumption pP,,Central Europe
Czech Republic,wine,2015,consumption pP,20.291261124179183,Central Europe
Czech Republic,wine,2016,consumption pP,18.73531666428804,Central Europe
Czech Republic,wine,2017,consumption pP,19.377323742892266,Central Europe
Czech Republic,wine,2018,consumption pP,17.645226007175207,Central Europe
Czech Republic,wine,2019,consumption pP,20.65336543642304,Central Europe
Czech Republic,wine,2020,consumption pP,20.478847567398063,Central Europe
Czech Republic,wine,2021,consumption pP,20.059760468028298,Central Europe
Czech Republic,wine,2022,consumption pP,20.434044896502986,Central Europe
Czech Republic,wine,2023,consumption pP,,Central Europe
Denmark,apples,2015,consumption pP,24.098405326452102,Northern Europe
Denmark,apples,2016,consumption pP,26.98381724193917,Northern Europe
Denmark,apples,2017,consumption pP,25.376514294327876,Northern Europe
Denmark,apples,2018,consumption pP,26.540546213120745,Northern Europe
Denmark,apples,2019,consumption pP,25.78591457585982,Northern Europe
Denmark,apples,2020,consumption pP,24.732671240065,Northern Europe
Denmark,apples,2021,consumption pP,25.148042091042903,Northern Europe
Denmark,apples,2022,consumption pP,26.42979842409932,Northern Europe
Denmark,apples,2023,consumption pP,,Northern Europe
Denmark,barley,2015,consumption pP,536.2440967976855,Northern Europe
Denmark,barley,2016,consumption pP,489.59275821795006,Northern Europe
Denmark,barley,2017,consumption pP,531.6279415761966,Northern Europe
Denmark,barley,2018,consumption pP,486.1798124700965,Northern Europe
Denmark,barley,2019,consumption pP,491.76870615858286,Northern Europe
Denmark,barley,2020,consumption pP,538.0547782317946,Northern Europe
Denmark,barley,2021,consumption pP,479.6184758635916,Northern Europe
Denmark,barley,2022,consumption pP,521.0041072078661,Northern Europe
Denmark,barley,2023,consumption pP,369.3285029005809,Northern Europe
Denmark,barley,2024,consumption pP,,Northern Europe
Denmark,butter,2015,consumption pP,4.108719600287359,Northern Europe
Denmark,butter,2016,consumption pP,5.8134038173816025,Northern Europe
Denmark,butter,2017,consumption pP,5.91616103024833,Northern Europe
Denmark,butter,2018,consumption pP,5.859787256223898,Northern Europe
Denmark,butter,2019,consumption pP,6.087529542919314,Northern Europe
Denmark,butter,2020,consumption pP,6.005093867617471,Northern Europe
Denmark,butter,2021,consumption pP,5.533485630982325,Northern Europe
Denmark,butter,2022,consumption pP,6.7566348305118185,Northern Europe
Denmark,butter,2023,consumption pP,5.914564771566635,Northern Europe
Denmark,milk,2015,consumption pP,62.77771236405561,Northern Europe
Denmark,milk,2016,consumption pP,64.91440762149507,Northern Europe
Denmark,milk,2017,consumption pP,55.84031633072732,Northern Europe
Denmark,milk,2018,consumption pP,61.64743832715758,Northern Europe
Denmark,milk,2019,consumption pP,55.19999287977377,Northern Europe
Denmark,milk,2020,consumption pP,54.184098546422085,Northern Europe
Denmark,milk,2021,consumption pP,38.96706901270726,Northern Europe
Denmark,milk,2022,consumption pP,28.17389946903602,Northern Europe
Denmark,milk,2023,consumption pP,27.85775681680252,Northern Europe
Denmark,oats,2015,consumption pP,46.48738528821147,Northern Europe
Denmark,oats,2016,consumption pP,56.28276818650806,Northern Europe
Denmark,oats,2017,consumption pP,59.81421944468488,Northern Europe
Denmark,oats,2018,consumption pP,54.249679993703424,Northern Europe
Denmark,oats,2019,consumption pP,53.58670818870732,Northern Europe
Denmark,oats,2020,consumption pP,73.67362113823704,Northern Europe
Denmark,oats,2021,consumption pP,55.74319846918068,Northern Europe
Denmark,oats,2022,consumption pP,57.568170926253735,Northern Europe
Denmark,oats,2023,consumption pP,43.76856714935671,Northern Europe
Denmark,oats,2024,consumption pP,,Northern Europe
Denmark,soy,2015,consumption pP,1.6104855068626052,Northern Europe
Denmark,soy,2016,consumption pP,1.4796527939022452,Northern Europe
Denmark,soy,2017,consumption pP,1.6896824775944548,Northern Europe
Denmark,soy,2018,consumption pP,2.0208383819763616,Northern Europe
Denmark,soy,2019,consumption pP,2.522846466940308,Northern Europe
Denmark,soy,2020,consumption pP,2.69344295130298,Northern Europe
Denmark,soy,2021,consumption pP,3.329582721288473,Northern Europe
Denmark,soy,2022,consumption pP,2.281111400792508,Northern Europe
Denmark,soy,2023,consumption pP,3.469635405522878,Northern Europe
Denmark,soy,2024,consumption pP,,Northern Europe
Denmark,sunflower,2015,consumption pP,2.6758843124893668,Northern Europe
Denmark,sunflower,2016,consumption pP,3.671531648862344,Northern Europe
Denmark,sunflower,2017,consumption pP,2.811851526258812,Northern Europe
Denmark,sunflower,2018,consumption pP,2.859439736980369,Northern Europe
Denmark,sunflower,2019,consumption pP,2.5049368621679,Northern Europe
Denmark,sunflower,2020,consumption pP,2.8234912209821164,Northern Europe
Denmark,sunflower,2021,consumption pP,2.611209867344132,Northern Europe
Denmark,sunflower,2022,consumption pP,2.293826381233931,Northern Europe
Denmark,sunflower,2023,consumption pP,2.6460065035989806,Northern Europe
Denmark,sunflower,2024,consumption pP,,Northern Europe
Denmark,wine,2015,consumption pP,25.212755980795585,Northern Europe
Denmark,wine,2016,consumption pP,25.067821459808897,Northern Europe
Denmark,wine,2017,consumption pP,24.94198539144722,Northern Europe
Denmark,wine,2018,consumption pP,24.26768060678993,Northern Europe
Denmark,wine,2019,consumption pP,24.33539326866883,Northern Europe
Denmark,wine,2020,consumption pP,25.28285023640962,Northern Europe
Denmark,wine,2021,consumption pP,23.552293915396177,Northern Europe
Denmark,wine,2022,consumption pP,22.91190568515833,Northern Europe
Estonia,apples,2015,consumption pP,21.498454090635068,Northern Europe
Estonia,apples,2016,consumption pP,25.445692280449222,Northern Europe
Estonia,apples,2017,consumption pP,17.283874709272315,Northern Europe
Estonia,apples,2018,consumption pP,25.01723781881228,Northern Europe
Estonia,apples,2019,consumption pP,20.58034679380028,Northern Europe
Estonia,apples,2020,consumption pP,21.71399119382756,Northern Europe
Estonia,apples,2021,consumption pP,20.96167647933929,Northern Europe
Estonia,apples,2022,consumption pP,23.188416713620597,Northern Europe
Estonia,apples,2023,consumption pP,,Northern Europe
Estonia,barley,2015,consumption pP,180.61794714487613,Northern Europe
Estonia,barley,2016,consumption pP,127.37025465329162,Northern Europe
Estonia,barley,2017,consumption pP,133.0481051842135,Northern Europe
Estonia,barley,2018,consumption pP,132.0633210713953,Northern Europe
Estonia,barley,2019,consumption pP,186.3180817214284,Northern Europe
Estonia,barley,2020,consumption pP,149.27298608071175,Northern Europe
Estonia,barley,2021,consumption pP,161.89304412246452,Northern Europe
Estonia,barley,2022,consumption pP,163.01146318317964,Northern Europe
Estonia,barley,2023,consumption pP,157.40564612435267,Northern Europe
Estonia,barley,2024,consumption pP,,Northern Europe
Estonia,butter,2015,consumption pP,3.57640517345582,Northern Europe
Estonia,butter,2016,consumption pP,3.829149126493685,Northern Europe
Estonia,butter,2017,consumption pP,4.345340766245833,Northern Europe
Estonia,butter,2018,consumption pP,3.827885886063071,Northern Europe
Estonia,butter,2019,consumption pP,3.925994010089698,Northern Europe
Estonia,butter,2020,consumption pP,3.7291488219074234,Northern Europe
Estonia,butter,2021,consumption pP,4.332065800506712,Northern Europe
Estonia,butter,2022,consumption pP,4.090042555084369,Northern Europe
Estonia,butter,2023,consumption pP,4.030965275749699,Northern Europe
Estonia,milk,2015,consumption pP,,Northern Europe
Estonia,milk,2016,consumption pP,,Northern Europe
Estonia,milk,2017,consumption pP,,Northern Europe
Estonia,milk,2018,consumption pP,,Northern Europe
Estonia,milk,2019,consumption pP,,Northern Europe
Estonia,milk,2020,consumption pP,,Northern Europe
Estonia,milk,2021,consumption pP,,Northern Europe
Estonia,milk,2022,consumption pP,,Northern Europe
Estonia,milk,2023,consumption pP,,Northern Europe
Estonia,oats,2015,consumption pP,24.223400818149816,Northern Europe
